Genus,Species,Sub.species,Latitude,Longitude,Country,Subfamily,Tribe,Collection_date,Source
Athesis,Athesis acrisione,NA,-1.958935,-77.58976,Ecuador,Danainae,Ithomiini,2022-01-19,Joana
Ceratinia,Ceratinia tutia,NA,-1.09759,-77.58389,Ecuador,Danainae,Ithomiini,2022-01-20,Joana
Ceratinia,Ceratinia tutia,callichroma,-2.19763,-78.15778,Ecuador,Danainae,Ithomiini,2022-01-18,Joana
Athesis,Athesis clearista,NA,-1.02569444,-77.60475,Ecuador,Danainae,Ithomiini,2022-01-21,Joana
Chetone,Chetone sp.,NA,-1.09759,-77.58389,Ecuador,Arctiinae,Pericopini,2022-01-20,Joana
Dircenna,Dircenna sp.,NA,-1.09759,-77.58389,Ecuador,Danainae,Ithomiini,2022-01-20,Joana
Episcada,Episcada sp.,NA,-2.19763,-78.15778,Ecuador,Danainae,Ithomiini,2022-01-18,Joana
Eresia,Eresia eunice,NA,-1.09759,-77.58389,Ecuador,Nymphalinae,Melitaeini,2022-01-20,Joana
Forbestra,Forbestra equicola,equicoloides,-1.09759,-77.58389,Ecuador,Danainae,Ithomiini,2022-01-20,Joana
Forbestra,Forbestra equicola,equicoloides,-1.02569444,-77.60475,Ecuador,Danainae,Ithomiini,2022-01-21,Joana
Forbestra,Forbestra olivencia,NA,-1.02569444,-77.60475,Ecuador,Danainae,Ithomiini,2022-01-21,Joana
Forbestra,Forbestra proceris,NA,-1.09759,-77.58389,Ecuador,Danainae,Ithomiini,2022-01-20,Joana
Godyris,Godyris zavaleta,NA,-1.09759,-77.58389,Ecuador,Danainae,Ithomiini,2022-01-20,Joana
NA,Haeterini,NA,-1.09759,-77.58389,Ecuador,Satyrinae,Haeterini,2022-01-20,Joana
NA,Haeterini,NA,-1.02569444,-77.60475,Ecuador,Satyrinae,Haeterini,2022-01-21,Joana
Hyalyris,Hyalyris coeno,NA,-1.09759,-77.58389,Ecuador,Danainae,Ithomiini,2022-01-20,Joana
Hyposcada,Hyposcada anchiala,NA,-1.958935,-77.58976,Ecuador,Danainae,Ithomiini,2022-01-19,Joana
Hyposcada,Hyposcada anchiala,NA,-0.948557,-77.86605,Ecuador,Danainae,Ithomiini,2022-01-19,Joana
Hypothyris,Hypothyris sp.,NA,-1.02569444,-77.60475,Ecuador,Danainae,Ithomiini,2022-01-21,Joana
Hypothyris,Hypothyris euclea,NA,-2.19763,-78.15778,Ecuador,Danainae,Ithomiini,2022-01-18,Joana
Hypothyris,Hypothyris euclea,NA,-1.02569444,-77.60475,Ecuador,Danainae,Ithomiini,2022-01-21,Joana
Hypothyris,Hypothyris euclea,pyrippe,-2.19763,-78.15778,Ecuador,Danainae,Ithomiini,2022-01-18,Joana
Hypothyris,Hypothyris semifulva,NA,-1.09759,-77.58389,Ecuador,Danainae,Ithomiini,2022-01-20,Joana
Hypothyris,Hypothyris semifulva,semifulva,-2.19763,-78.15778,Ecuador,Danainae,Ithomiini,2022-01-18,Joana
Hypothyris,Hypothyris sp.,NA,-1.09759,-77.58389,Ecuador,Danainae,Ithomiini,2022-01-20,Joana
MISSING,Ithomia maria,NA,-1.958935,-77.58976,Ecuador,MISSING,MISSING,2022-01-19,Joana
Ithomia,Ithomia salapia,NA,-1.958935,-77.58976,Ecuador,Danainae,Ithomiini,2022-01-19,Joana
Mechanitis,Mechanitis lysimnia,NA,-1.02569444,-77.60475,Ecuador,Danainae,Ithomiini,2022-01-21,Joana
Mechanitis,Mechanitis lysimnia,elisa,-1.11556667,-77.77833333,Ecuador,Danainae,Ithomiini,2022-01-14,Joana
Mechanitis,Mechanitis lysimnia,ocona,-1.11556667,-77.77833333,Ecuador,Danainae,Ithomiini,2022-01-14,Joana
Mechanitis,Mechanitis mazaeus,NA,-1.02569444,-77.60475,Ecuador,Danainae,Ithomiini,2022-01-21,Joana
Mechanitis,Mechanitis polymnia,NA,-1.09759,-77.58389,Ecuador,Danainae,Ithomiini,2022-01-20,Joana
Mechanitis,Mechanitis polymnia,NA,-1.02569444,-77.60475,Ecuador,Danainae,Ithomiini,2022-01-21,Joana
Hypothyris,Hypothyris mamercus,mamercus,-1.02569444,-77.60475,Ecuador,Danainae,Ithomiini,2022-01-21,Joana
Methona,Methona grandior,batesi,-1.02569444,-77.60475,Ecuador,Danainae,Ithomiini,2022-01-21,Joana
Methona,Methona sp.,NA,-1.09759,-77.58389,Ecuador,Danainae,Ithomiini,2022-01-20,Joana
Napeogenes,Napeogenes glycera,glycera,-2.19763,-78.15778,Ecuador,Danainae,Ithomiini,2022-01-18,Joana
Oleria,Oleria onega,NA,-0.948557,-77.86605,Ecuador,Danainae,Ithomiini,2022-01-20,Joana
Pseudoscada,Pseudoscada florula,aureola,-1.958935,-77.58976,Ecuador,Danainae,Ithomiini,2022-01-19,Joana
Scada,Scada reckia,NA,-1.09759,-77.58389,Ecuador,Danainae,Ithomiini,2022-01-20,Joana
Scada,Scada zibia,NA,-1.09759,-77.58389,Ecuador,Danainae,Ithomiini,2022-01-20,Joana
NA,NA,NA,-1.02569444,-77.60475,Ecuador,NA,NA,2022-01-21,Joana
Mechanitis,Mechanitis messenoides,deceptus,-0.94839,-77.865074,Ecuador,Danainae,Ithomiini,2022-04-06,Joana
Godyris,Godyris zavaleta,matronalis,-1.09759,-77.58389,Ecuador,Danainae,Ithomiini,2022-04-06,Joana
Ithomia,Ithomia salapia,salapia,-1.09759,-77.58389,Ecuador,Danainae,Ithomiini,2022-04-06,Joana
Pseudohaetera,Pseudohaetera hypaesia,(No subspecies described),-1.09759,-77.58389,Ecuador,Satyrinae,Haeterini,2022-04-06,Joana
Napeogenes,Napeogenes sylphis,corena,-1.09759,-77.58389,Ecuador,Danainae,Ithomiini,2022-04-06,Joana
Oleria,Oleria assimilis,assimilis,-1.09759,-77.58389,Ecuador,Danainae,Ithomiini,2022-04-06,Joana
Pseudoscada,Pseudoscada florula,NA,-1.09759,-77.58389,Ecuador,Danainae,Ithomiini,2022-04-06,Joana
Mechanitis,Mechanitis mazaeus,NA,-1.09759,-77.58389,Ecuador,Danainae,Ithomiini,2022-04-06,Joana
Hyalyris,Hyalyris coeno,norellana,-1.09759,-77.58389,Ecuador,Danainae,Ithomiini,2022-04-06,Joana
Pierella,Pierella lena,brasiliensis,-1.09759,-77.58389,Ecuador,Satyrinae,Haeterini,2022-04-06,Joana
Cithaerias,Cithaerias aurorina,NA,-1.09759,-77.58389,Ecuador,Satyrinae,Haeterini,2022-04-06,Joana
Napeogenes,Napeogenes inachia,pozziana,-1.09759,-77.58389,Ecuador,Danainae,Ithomiini,2022-04-06,Joana
Mechanitis,Mechanitis messenoides,deceptus,-0.725164,-77.767354,Ecuador,Danainae,Ithomiini,2022-04-07,Joana
Ceratinia,Ceratinia tutia,radiosa,-0.725164,-77.767354,Ecuador,Danainae,Ithomiini,2022-04-07,Joana
Ceratinia,Ceratinia tutia,NA,-0.725164,-77.767354,Ecuador,Danainae,Ithomiini,2022-04-07,Joana
Ceratinia,Ceratinia tutia,azarina-poecilia,-0.725164,-77.767354,Ecuador,Danainae,Ithomiini,2022-04-07,Joana
Methona,Methona confusa,psamathe,-1.02569444,-77.60475,Ecuador,Danainae,Ithomiini,2022-07-18,Joana
Mcclungia,Mcclungia cymo,subtilis,-1.02569444,-77.60475,Ecuador,Danainae,Ithomiini,2022-07-18,Joana
Ithomia,Ithomia salapia,salapia,-1.02569444,-77.60475,Ecuador,Danainae,Ithomiini,2022-07-18,Joana
Pteronymia,Pteronymia vestilla,sparsa,-1.02569444,-77.60475,Ecuador,Danainae,Ithomiini,2022-07-18,Joana
Pteronymia,Pteronymia primula,primula,-1.02569444,-77.60475,Ecuador,Danainae,Ithomiini,2022-07-18,Joana
Brevioleria,Brevioleria aelia,NA,-1.02569444,-77.60475,Ecuador,Danainae,Ithomiini,2022-07-18,Joana
Pteronymia,Pteronymia artena,NA,-1.02569444,-77.60475,Ecuador,Danainae,Ithomiini,2022-07-18,Joana
Hyposcada,Hyposcada anchiala,NA,-1.02569444,-77.60475,Ecuador,Danainae,Ithomiini,2022-07-18,Joana
Oleria,Oleria onega,janarilla,-1.02569444,-77.60475,Ecuador,Danainae,Ithomiini,2022-07-18,Joana
Eresia,Eresia eunice,NA,-1.02569444,-77.60475,Ecuador,Nymphalinae,Melitaeini,2022-07-18,Joana
Hypothyris,Hypothyris anastasia,honesta,-1.02569444,-77.60475,Ecuador,Danainae,Ithomiini,2022-07-18,Joana
Hypothyris,Hypothyris euclea,intermedia,-1.02569444,-77.60475,Ecuador,Danainae,Ithomiini,2022-07-18,Joana
Pseudoscada,Pseudoscada timna,utilla,-1.02569444,-77.60475,Ecuador,Danainae,Ithomiini,2022-07-18,Joana
Eresia,Eresia pelonia,f. ithomiola,-1.02569444,-77.60475,Ecuador,Nymphalinae,Melitaeini,2022-07-18,Joana
Hypothyris,Hypothyris anastasia,bicolora,-1.02569444,-77.60475,Ecuador,Danainae,Ithomiini,2022-07-18,Joana
Forbestra,Forbestra proceris,NA,-1.02569444,-77.60475,Ecuador,Danainae,Ithomiini,2022-07-18,Joana
Hypothyris,Hypothyris anastasia,intermedia,-1.02569444,-77.60475,Ecuador,Danainae,Ithomiini,2022-07-18,Joana
Tithorea,Tithorea harmonia,NA,-1.02569444,-77.60475,Ecuador,Danainae,Ithomiini,2022-07-18,Joana
Tithorea,Tithorea harmonia,hermias,-1.02569444,-77.60475,Ecuador,Danainae,Ithomiini,2022-07-18,Joana
Haenschia,Haenschia derama,(No subspecies described),-1.02569444,-77.60475,Ecuador,Danainae,Ithomiini,2022-07-18,Joana
Godyris,Godyris zavaleta,NA,-1.02569444,-77.60475,Ecuador,Danainae,Ithomiini,2022-07-18,Joana
Oleria,Oleria gunilla,escura,-1.02569444,-77.60475,Ecuador,Danainae,Ithomiini,2022-07-18,Joana
Godyris,Godyris dircenna,dircenna,-1.02569444,-77.60475,Ecuador,Danainae,Ithomiini,2022-07-18,Joana
Oleria,Oleria tigilla,tigilla,-1.02569444,-77.60475,Ecuador,Danainae,Ithomiini,2022-07-18,Joana
Hypoleria,Hypoleria alema,karsehi,-1.02569444,-77.60475,Ecuador,Danainae,Ithomiini,2022-07-18,Joana
Hypoleria,Hypoleria alema,chrysodonia,-1.02569444,-77.60475,Ecuador,Danainae,Ithomiini,2022-07-18,Joana
Heterosais,Heterosais nephele,nephele,-1.02569444,-77.60475,Ecuador,Danainae,Ithomiini,2022-07-18,Joana
Heterosais,Heterosais nephele,NA,-1.02569444,-77.60475,Ecuador,Danainae,Ithomiini,2022-07-18,Joana
Hypothyris,Hypothyris ninonia,mamercus,-1.02569444,-77.60475,Ecuador,Danainae,Ithomiini,2022-07-18,Joana
Hyposcada,Hyposcada illinissa,ida,-1.02569444,-77.60475,Ecuador,Danainae,Ithomiini,2022-07-18,Joana
Scada,Scada reckia,ethica,-1.11556667,-77.77833333,Ecuador,Danainae,Ithomiini,2022-07-19,Joana
Aeria,Aeria eurimedia,negricola,-1.11556667,-77.77833333,Ecuador,Danainae,Ithomiini,2022-07-19,Joana
Hyposcada,Hyposcada illinissa,ida,-1.11556667,-77.77833333,Ecuador,Danainae,Ithomiini,2022-07-19,Joana
Hypothyris,Hypothyris fluonia,berna,-1.11556667,-77.77833333,Ecuador,Danainae,Ithomiini,2022-07-19,Joana
Forbestra,Forbestra olivencia,juntana,-1.11556667,-77.77833333,Ecuador,Danainae,Ithomiini,2022-07-19,Joana
Hypothyris,Hypothyris anastasia,intermedia,-1.11556667,-77.77833333,Ecuador,Danainae,Ithomiini,2022-07-19,Joana
Hypothyris,Hypothyris ninonia,mamercus,-1.11556667,-77.77833333,Ecuador,Danainae,Ithomiini,2022-07-19,Joana
Tithorea,Tithorea harmonia,hermias,-1.11556667,-77.77833333,Ecuador,Danainae,Ithomiini,2022-07-19,Joana
Pseudoscada,Pseudoscada florula,aureola,-1.11556667,-77.77833333,Ecuador,Danainae,Ithomiini,2022-07-19,Joana
Brevioleria,Brevioleria aelia,orolina,-1.11556667,-77.77833333,Ecuador,Danainae,Ithomiini,2022-07-19,Joana
Hypoleria,Hypoleria alema,chrysodonia,-1.11556667,-77.77833333,Ecuador,Danainae,Ithomiini,2022-07-19,Joana
Hyposcada,Hyposcada anchiala,ecuadorina,-1.11556667,-77.77833333,Ecuador,Danainae,Ithomiini,2022-07-19,Joana
Heterosais,Heterosais nephele,NA,-1.11556667,-77.77833333,Ecuador,Danainae,Ithomiini,2022-07-19,Joana
Callithomia,Callithomia lenea,zelie,-1.11556667,-77.77833333,Ecuador,Danainae,Ithomiini,2022-07-19,Joana
Mechanitis,Mechanitis mazaeus,fallax,-1.11556667,-77.77833333,Ecuador,Danainae,Ithomiini,2022-07-19,Joana
Forbestra,Forbestra equicola,equicoloides,-1.11556667,-77.77833333,Ecuador,Danainae,Ithomiini,2022-07-19,Joana
Forbestra,Forbestra proceris,NA,-1.11556667,-77.77833333,Ecuador,Danainae,Ithomiini,2022-07-19,Joana
Ithomia,Ithomia salapia,f. travella,-1.11556667,-77.77833333,Ecuador,Danainae,Ithomiini,2022-07-19,Joana
Godyris,Godyris zavaleta,matronalis,-1.11556667,-77.77833333,Ecuador,Danainae,Ithomiini,2022-07-19,Joana
Ceratinia,Ceratinia tutia,radiosa,-1.11556667,-77.77833333,Ecuador,Danainae,Ithomiini,2022-07-19,Joana
Oleria,Oleria gunilla,lota,-1.158891,-77.728277,Ecuador,Danainae,Ithomiini,2022-07-20,Joana
Napeogenes,Napeogenes inachia,pozziana,-1.158891,-77.728277,Ecuador,Danainae,Ithomiini,2022-07-20,Joana
Pseudoscada,Pseudoscada florula,aureola,-1.158891,-77.728277,Ecuador,Danainae,Ithomiini,2022-07-20,Joana
Ithomia,Ithomia agnosia,NA,-1.158891,-77.728277,Ecuador,Danainae,Ithomiini,2022-07-20,Joana
Hypoleria,Hypoleria alema,chrysodonia,-1.158891,-77.728277,Ecuador,Danainae,Ithomiini,2022-07-20,Joana
Oleria,Oleria tigilla,tigilla,-1.158891,-77.728277,Ecuador,Danainae,Ithomiini,2022-07-20,Joana
Dircenna,Dircenna dero,caliginosa,-1.158891,-77.728277,Ecuador,Danainae,Ithomiini,2022-07-20,Joana
Mechanitis,Mechanitis mazaeus,fallax,-1.158891,-77.728277,Ecuador,Danainae,Ithomiini,2022-07-20,Joana
Ithomia,Ithomia salapia,derasa,-1.158891,-77.728277,Ecuador,Danainae,Ithomiini,2022-07-20,Joana
Eresia,Eresia eunice,NA,-1.158891,-77.728277,Ecuador,Nymphalinae,Melitaeini,2022-07-20,Joana
Heterosais,Heterosais nephele,NA,-1.158891,-77.728277,Ecuador,Danainae,Ithomiini,2022-07-20,Joana
Hypomenitis,Hypomenitis alphesiboea,alphesiboea,-0.72002778,-77.74708333,Ecuador,Danainae,Ithomiini,2022-07-21,Joana
Macrosoma,Macrosoma leucoplethes,NA,-0.72002778,-77.74708333,Ecuador,NA,NA,2022-07-21,Joana
Hypothyris,Hypothyris fluonia,berna,-1.105689,-77.588363,Ecuador,Danainae,Ithomiini,2022-07-22,Joana
Hyposcada,Hyposcada kena,NA,-1.105689,-77.588363,Ecuador,Danainae,Ithomiini,2022-07-22,Joana
Oleria,Oleria sexmaculata,NA,-1.105689,-77.588363,Ecuador,Danainae,Ithomiini,2022-07-22,Joana
Oleria,Oleria gunilla,lota,-1.105689,-77.588363,Ecuador,Danainae,Ithomiini,2022-07-22,Joana
Oleria,Oleria tigilla,NA,-1.105689,-77.588363,Ecuador,Danainae,Ithomiini,2022-07-22,Joana
Hyposcada,Hyposcada illinissa,ida,-1.105689,-77.588363,Ecuador,Danainae,Ithomiini,2022-07-22,Joana
Hypoleria,Hypoleria alema,chrysodonia,-1.105689,-77.588363,Ecuador,Danainae,Ithomiini,2022-07-22,Joana
Pseudoscada,Pseudoscada florula,aureola,-1.105689,-77.588363,Ecuador,Danainae,Ithomiini,2022-07-22,Joana
Brevioleria,Brevioleria arzalia,NA,-1.105689,-77.588363,Ecuador,Danainae,Ithomiini,2022-07-22,Joana
Hyalyris,Hyalyris coeno,norellana,-1.105689,-77.588363,Ecuador,Danainae,Ithomiini,2022-07-22,Joana
Napeogenes,Napeogenes inachia,pozziana,-1.105689,-77.588363,Ecuador,Danainae,Ithomiini,2022-07-22,Joana
Scada,Scada reckia,ethica,-1.105689,-77.588363,Ecuador,Danainae,Ithomiini,2022-07-22,Joana
Napeogenes,Napeogenes sylphis,corena,-1.105689,-77.588363,Ecuador,Danainae,Ithomiini,2022-07-22,Joana
Ithomiola,Ithomiola floralis,cascella,-1.105689,-77.588363,Ecuador,Riodininae,Mesosemiini,2022-07-22,Joana
Oleria,Oleria onega,jaranilla,-1.105689,-77.588363,Ecuador,Danainae,Ithomiini,2022-07-22,Joana
Pseudoscada,Pseudoscada timna,utilla,-1.105689,-77.588363,Ecuador,Danainae,Ithomiini,2022-07-22,Joana
Godyris,Godyris dircenna,dircenna,-1.105689,-77.588363,Ecuador,Danainae,Ithomiini,2022-07-22,Joana
Forbestra,Forbestra olivencia,juntana,-1.105689,-77.588363,Ecuador,Danainae,Ithomiini,2022-07-22,Joana
Eresia,Eresia pelonia,f. pelonia,-1.105689,-77.588363,Ecuador,Nymphalinae,Melitaeini,2022-07-22,Joana
Hypothyris,Hypothyris moebiusi,moebiusi,-1.105689,-77.588363,Ecuador,Danainae,Ithomiini,2022-07-22,Joana
Hypothyris,Hypothyris ninonia,mamercus,-1.105689,-77.588363,Ecuador,Danainae,Ithomiini,2022-07-22,Joana
Eresia,Eresia pelonia,f. ithomiola,-0.948557,-77.86605,Ecuador,Nymphalinae,Melitaeini,2022-07-26,Joana
Oleria,Oleria estella,estella,-0.725164,-77.767354,Ecuador,Danainae,Ithomiini,2022-07-27,Joana
Thyridia,Thyridia psidii,ino,-0.725164,-77.767354,Ecuador,Danainae,Ithomiini,2022-07-27,Joana
Oleria,Oleria assimilis,assimilis,-1.11556667,-77.77833333,Ecuador,Danainae,Ithomiini,2022-08-12,Joana
Hyposcada,Hyposcada kena,NA,-1.11556667,-77.77833333,Ecuador,Danainae,Ithomiini,2022-08-12,Joana
Heterosais,Heterosais nephele,nephele,-1.11556667,-77.77833333,Ecuador,Danainae,Ithomiini,2022-08-12,Joana
Napeogenes,Napeogenes sylphis,corena,-1.11556667,-77.77833333,Ecuador,Danainae,Ithomiini,2022-08-12,Joana
Hypothyris,Hypothyris moebiusi,moebiusi,-1.11556667,-77.77833333,Ecuador,Danainae,Ithomiini,2022-08-12,Joana
Dircenna,Dircenna dero,caliginosa,-1.11556667,-77.77833333,Ecuador,Danainae,Ithomiini,2022-08-12,Joana
Godyris,Godyris dircenna,dircenna,-1.11556667,-77.77833333,Ecuador,Danainae,Ithomiini,2022-08-12,Joana
Ithomia,Ithomia salapia,derasa,-1.11556667,-77.77833333,Ecuador,Danainae,Ithomiini,2022-08-12,Joana
Ithomia,Ithomia salapia,travella/derasa,-1.11556667,-77.77833333,Ecuador,Danainae,Ithomiini,2022-08-12,Joana
Ithomia,Ithomia salapia,salapia,-1.11556667,-77.77833333,Ecuador,Danainae,Ithomiini,2022-08-12,Joana
Ithomia,Ithomia diasia,morena,0.117305,-79.117705,Ecuador,Danainae,Ithomiini,2022-08-16,Joana
Ithomia,Ithomia hyala,hyala,0.117305,-79.117705,Ecuador,Danainae,Ithomiini,2022-08-16,Joana
Pseudoscada,Pseudoscada timna,NA,0.117305,-79.117705,Ecuador,Danainae,Ithomiini,2022-08-16,Joana
Oleria,Oleria amalda,modesta,0.117305,-79.117705,Ecuador,Danainae,Ithomiini,2022-08-16,Joana
Hypoleria,Hypoleria lavinia,riffarthi,0.117305,-79.117705,Ecuador,Danainae,Ithomiini,2022-08-16,Joana
Oleria,Oleria zelica,zelica,0.117305,-79.117705,Ecuador,Danainae,Ithomiini,2022-08-16,Joana
Mechanitis,Mechanitis polymnia,chimborazona,0.117305,-79.117705,Ecuador,Danainae,Ithomiini,2022-08-16,Joana
Methona,Methona confusa,psamathe,0.117305,-79.117705,Ecuador,Danainae,Ithomiini,2022-08-16,Joana
Eresia,Eresia quintilla,NA,0.117305,-79.117705,Ecuador,Nymphalinae,Melitaeini,2022-08-16,Joana
Ithomia,Ithomia iphianassa,occidentissa,0.117305,-79.117705,Ecuador,Danainae,Ithomiini,2022-08-17,Joana
Godyris,Godyris zavaleta,rosata,0.117305,-79.117705,Ecuador,Danainae,Ithomiini,2022-08-17,Joana
Heliconius,Heliconius sara,sprucei,0.117305,-79.117705,Ecuador,Heliconiinae,Heliconiini,2022-08-17,Joana
Eueides,Eueides procula,eurysaces,0.117305,-79.117705,Ecuador,Heliconiinae,Heliconiini,2022-08-17,Joana
Heliconius,Heliconius sapho,candidus,0.117305,-79.117705,Ecuador,Heliconiinae,Heliconiini,2022-08-17,Joana
Heliconius,Heliconius eleuchia,primularis,0.16598659,-78.87828165,Ecuador,Heliconiinae,Heliconiini,2022-08-18,Joana
Oleria,Oleria zelica,zelica,0.16598659,-78.87828165,Ecuador,Danainae,Ithomiini,2022-08-19,Joana
Scada,Scada zibia,xanthina,0.16598659,-78.87828165,Ecuador,Danainae,Ithomiini,2022-08-19,Joana
Hypomenitis,Hypomenitis polissena,polissena,0.16598659,-78.87828165,Ecuador,Danainae,Ithomiini,2022-08-20,Joana
Mechanitis,Mechanitis menapis,mantineus,0.16598659,-78.87828165,Ecuador,Danainae,Ithomiini,2022-08-20,Joana
Dircenna,Dircenna adina,lorica,-0.725164,-77.767354,Ecuador,Danainae,Ithomiini,2022-08-26,Joana
Mechanitis,Mechanitis mazaeus,NA,-0.725164,-77.767354,Ecuador,Danainae,Ithomiini,2022-08-26,Joana
Hypomenitis,Hypomenitis libethris,dercetis,-0.725164,-77.767354,Ecuador,Danainae,Ithomiini,2022-08-26,Joana
Hyalyris,Hyalyris ocna,ocna,-0.725164,-77.767354,Ecuador,Danainae,Ithomiini,2022-08-26,Joana
Dircenna,Dircenna loreta,loreta,-0.725164,-77.767354,Ecuador,Danainae,Ithomiini,2022-08-26,Joana
Methona,Methona confusa,psamathe,-0.725164,-77.767354,Ecuador,Danainae,Ithomiini,2022-08-26,Joana
Lycorea,Lycorea ilione,NA,-0.725164,-77.767354,Ecuador,Danainae,Danaini,2022-08-26,Joana
Ceratinia,Ceratinia tutia,poecila,-0.725164,-77.767354,Ecuador,Danainae,Ithomiini,2022-08-26,Joana
Ceratinia,Ceratinia tutia,callichroma-poecila,-0.725164,-77.767354,Ecuador,Danainae,Ithomiini,2022-08-26,Joana
Hypothyris,Hypothyris anastasia,honesta,-1.105689,-77.588363,Ecuador,Danainae,Ithomiini,2022-08-27,Joana
Pteronymia,Pteronymia vestilla,sparsa,-1.105689,-77.588363,Ecuador,Danainae,Ithomiini,2022-08-27,Joana
Oleria,Oleria onega,NA,-1.105689,-77.588363,Ecuador,Danainae,Ithomiini,2022-08-27,Joana
Oleria,Oleria assimilis,assimilis,-1.105689,-77.588363,Ecuador,Danainae,Ithomiini,2022-08-27,Joana
Aeria,Aeria eurimedia,negricola,-1.105689,-77.588363,Ecuador,Danainae,Ithomiini,2022-08-27,Joana
Ithomia,Ithomia salapia,salapia,-1.105689,-77.588363,Ecuador,Danainae,Ithomiini,2022-08-27,Joana
Hyposcada,Hyposcada anchiala,ecuadorina,-1.105689,-77.588363,Ecuador,Danainae,Ithomiini,2022-08-27,Joana
Methona,Methona curvifascia,(No subspecies described),-1.105689,-77.588363,Ecuador,Danainae,Ithomiini,2022-08-27,Joana
Godyris,Godyris zavaleta,matronalis,-1.105689,-77.588363,Ecuador,Danainae,Ithomiini,2022-08-27,Joana
Pseudoscada,Pseudoscada timna,utilla,-1.11556667,-77.77833333,Ecuador,Danainae,Ithomiini,2022-08-28,Joana
Eresia,Eresia pelonia,f. calonia,-1.11556667,-77.77833333,Ecuador,Nymphalinae,Melitaeini,2022-08-28,Joana
Pteronymia,Pteronymia vestilla,sparsa,-1.11556667,-77.77833333,Ecuador,Danainae,Ithomiini,2022-08-28,Joana
Mechanitis,Mechanitis messenoides,deceptus,-1.11556667,-77.77833333,Ecuador,Danainae,Ithomiini,2022-08-28,Joana
Pseudoscada,Pseudoscada timna,NA,-0.810223,-77.77682,Ecuador,Danainae,Ithomiini,2022-08-29,Joana
Pseudoscada,Pseudoscada timna,utilla,-0.810223,-77.77682,Ecuador,Danainae,Ithomiini,2022-08-29,Joana
Ceratinia,Ceratinia tutia,poecila,-0.810223,-77.77682,Ecuador,Danainae,Ithomiini,2022-08-29,Joana
Oleria,Oleria onega,jaranilla,-0.810223,-77.77682,Ecuador,Danainae,Ithomiini,2022-08-29,Joana
Ithomia,Ithomia agnosia,agnosia,-0.810223,-77.77682,Ecuador,Danainae,Ithomiini,2022-08-29,Joana
Oleria,Oleria gunilla,escura,-0.810223,-77.77682,Ecuador,Danainae,Ithomiini,2022-08-29,Joana
Napeogenes,Napeogenes inachia,pozziana,-0.810223,-77.77682,Ecuador,Danainae,Ithomiini,2022-08-29,Joana
Pteronymia,Pteronymia vestilla,sparsa,-0.810223,-77.77682,Ecuador,Danainae,Ithomiini,2022-08-29,Joana
Hypoleria,Hypoleria alema,chrysodonia,-0.810223,-77.77682,Ecuador,Danainae,Ithomiini,2022-08-29,Joana
Godyris,Godyris dircenna,dircenna,-0.810223,-77.77682,Ecuador,Danainae,Ithomiini,2022-08-29,Joana
Hypothyris,Hypothyris euclea,pyrippe,-0.810223,-77.77682,Ecuador,Danainae,Ithomiini,2022-08-29,Joana
Hypothyris,Hypothyris ninonia,mamercus,-0.810223,-77.77682,Ecuador,Danainae,Ithomiini,2022-08-29,Joana
Hyposcada,Hyposcada anchiala,NA,-0.810223,-77.77682,Ecuador,Danainae,Ithomiini,2022-08-29,Joana
Methona,Methona confusa,psamathe,-0.810223,-77.77682,Ecuador,Danainae,Ithomiini,2022-08-29,Joana
Ithomia,Ithomia salapia,salapia,-0.810223,-77.77682,Ecuador,Danainae,Ithomiini,2022-08-29,Joana
Mechanitis,Mechanitis messenoides,deceptus,-0.810223,-77.77682,Ecuador,Danainae,Ithomiini,2022-08-29,Joana
Ithomia,Ithomia agnosia,agnosia,-0.826151,-77.806594,Ecuador,Danainae,Ithomiini,2022-08-30,Joana
Hyposcada,Hyposcada illinissa,NA,-0.826151,-77.806594,Ecuador,Danainae,Ithomiini,2022-08-30,Joana
Brevioleria,Brevioleria arzalia,NA,-0.826151,-77.806594,Ecuador,Danainae,Ithomiini,2022-08-30,Joana
Pseudoscada,Pseudoscada florula,aureola,-0.826151,-77.806594,Ecuador,Danainae,Ithomiini,2022-08-30,Joana
Oleria,Oleria onega,janarilla,-0.826151,-77.806594,Ecuador,Danainae,Ithomiini,2022-08-30,Joana
Hypoleria,Hypoleria alema,chrysodonia,-0.826151,-77.806594,Ecuador,Danainae,Ithomiini,2022-08-30,Joana
Pseudoscada,Pseudoscada timna,NA,-0.973035,-77.800202,Ecuador,Danainae,Ithomiini,2022-08-30,Joana
Mcclungia,Mcclungia cymo,subtilis,-0.973035,-77.800202,Ecuador,Danainae,Ithomiini,2022-08-30,Joana
Oleria,Oleria gunilla,NA,-0.826151,-77.806594,Ecuador,Danainae,Ithomiini,2022-08-30,Joana
Hyposcada,Hyposcada anchiala,ecuadorina,-0.826151,-77.806594,Ecuador,Danainae,Ithomiini,2022-08-30,Joana
Godyris,Godyris dircenna,dircenna,-0.826151,-77.806594,Ecuador,Danainae,Ithomiini,2022-08-30,Joana
Hyalyris,Hyalyris coeno,norellana,-0.826151,-77.806594,Ecuador,Danainae,Ithomiini,2022-08-30,Joana
Dircenna,Dircenna dero,caliginosa,-0.973035,-77.800202,Ecuador,Danainae,Ithomiini,2022-08-30,Joana
