Genus,Species,Sub.species,Latitude,Longitude,Country,Subfamily,Tribe,Collection_date,Source
Episcada,hemixanthe,NA,-19.375,-41.125,Brazil,NA,NA,NA,Dore
Episcada,hemixanthe,NA,-19.125,-42.125,Brazil,NA,NA,NA,Dore
Episcada,hemixanthe,NA,-17.875,-41.625,Brazil,NA,NA,NA,Dore
Episcada,hemixanthe,NA,-8.875,-36.125,Brazil,NA,NA,NA,Dore
Episcada,hemixanthe,NA,-22.375,-42.625,Brazil,NA,NA,NA,Dore
Episcada,hemixanthe,NA,-22.625,-43.125,Brazil,NA,NA,NA,Dore
Episcada,hemixanthe,NA,-29.875,-51.125,Brazil,NA,NA,NA,Dore
Episcada,hemixanthe,NA,-22.125,-45.625,Brazil,NA,NA,NA,Dore
Episcada,hemixanthe,NA,-23.625,-46.625,Brazil,NA,NA,NA,Dore
Episcada,hymen,hymen,-16.625,-65.625,Bolivia,NA,NA,NA,Dore
Episcada,hymen,hymen,-17.125,-65.625,Bolivia,NA,NA,NA,Dore
Episcada,hymen,hymen,-15.125,-67.375,Bolivia,NA,NA,NA,Dore
Episcada,hymen,hymen,-17.375,-64.625,Bolivia,NA,NA,NA,Dore
Episcada,hymen,hymen,-17.375,-63.375,Bolivia,NA,NA,NA,Dore
Episcada,hymen,hymen,-16.875,-63.875,Bolivia,NA,NA,NA,Dore
Episcada,hymen,hymen,-17.625,-63.375,Bolivia,NA,NA,NA,Dore
Episcada,hymen,hymen,-15.875,-64.625,Bolivia,NA,NA,NA,Dore
Episcada,hymen,hymen,-17.625,-64.625,Bolivia,NA,NA,NA,Dore
Episcada,hymen,hymen,-12.875,-71.375,Peru,NA,NA,NA,Dore
Episcada,hymen,hymen,-12.375,-69.125,Peru,NA,NA,NA,Dore
Episcada,hymen,hymen,-12.625,-71.125,Peru,NA,NA,NA,Dore
Episcada,hymen,hymen,-12.875,-69.375,Peru,NA,NA,NA,Dore
Episcada,hymen,hymen,-12.625,-71.375,Peru,NA,NA,NA,Dore
Episcada,hymen,hymen,-12.625,-69.125,Peru,NA,NA,NA,Dore
Episcada,hymen,hymen,-11.875,-71.375,Peru,NA,NA,NA,Dore
Episcada,hymen,n. ssp. [1],-6.625,-77.375,Peru,NA,NA,NA,Dore
Episcada,hymen,n. ssp. [1],-9.375,-76.125,Peru,NA,NA,NA,Dore
Episcada,hymen,n. ssp. [1],-6.625,-76.375,Peru,NA,NA,NA,Dore
Episcada,hymen,n. ssp. [1],-6.375,-76.375,Peru,NA,NA,NA,Dore
Episcada,hymen,n. ssp. [1],-7.375,-76.625,Peru,NA,NA,NA,Dore
Episcada,hymen,n. ssp. [1],-7.125,-76.625,Peru,NA,NA,NA,Dore
Episcada,hymen,n. ssp. [1],-6.875,-76.375,Peru,NA,NA,NA,Dore
Episcada,hymen,n. ssp. [1],-6.625,-76.125,Peru,NA,NA,NA,Dore
Episcada,hymen,n. ssp. [2],-8.875,-74.875,Peru,NA,NA,NA,Dore
Episcada,hymen,n. ssp. [2],-10.875,-75.375,Peru,NA,NA,NA,Dore
Episcada,hymen,n. ssp. [2],-11.125,-75.375,Peru,NA,NA,NA,Dore
Episcada,hymen,n. ssp. [2],-10.875,-74.875,Peru,NA,NA,NA,Dore
Episcada,hymen,n. ssp. [2],-11.125,-74.375,Peru,NA,NA,NA,Dore
Episcada,hymen,n. ssp. [2],-11.375,-74.625,Peru,NA,NA,NA,Dore
Episcada,hymen,n. ssp. [2],-10.375,-74.875,Peru,NA,NA,NA,Dore
Episcada,hymenaea,caucana,6.125,-75.125,Colombia,NA,NA,NA,Dore
Episcada,hymenaea,caucana,4.625,-75.625,Colombia,NA,NA,NA,Dore
Episcada,hymenaea,caucana,5.375,-75.875,Colombia,NA,NA,NA,Dore
Episcada,hymenaea,caucana,4.375,-75.125,Colombia,NA,NA,NA,Dore
Episcada,hymenaea,caucana,4.125,-75.375,Colombia,NA,NA,NA,Dore
Episcada,hymenaea,caucana,3.375,-76.625,Colombia,NA,NA,NA,Dore
Episcada,hymenaea,caucana,3.875,-76.625,Colombia,NA,NA,NA,Dore
Episcada,hymenaea,caucana,4.375,-75.875,Colombia,NA,NA,NA,Dore
Episcada,hymenaea,caucana,3.625,-76.625,Colombia,NA,NA,NA,Dore
Episcada,hymenaea,caucana,3.875,-76.125,Colombia,NA,NA,NA,Dore
Episcada,hymenaea,caucana,3.625,-76.875,Colombia,NA,NA,NA,Dore
Episcada,hymenaea,centralis,-19.625,-64.375,Bolivia,NA,NA,NA,Dore
Episcada,hymenaea,centralis,-16.625,-67.125,Bolivia,NA,NA,NA,Dore
Episcada,hymenaea,centralis,-16.125,-67.875,Bolivia,NA,NA,NA,Dore
Episcada,hymenaea,centralis,-18.875,-59.625,Bolivia,NA,NA,NA,Dore
Episcada,hymenaea,centralis,-20.375,-63.875,Bolivia,NA,NA,NA,Dore
Episcada,hymenaea,centralis,-8.625,-49.375,Brazil,NA,NA,NA,Dore
Episcada,hymenaea,centralis,-16.875,-48.875,Brazil,NA,NA,NA,Dore
Episcada,hymenaea,centralis,-15.125,-51.375,Brazil,NA,NA,NA,Dore
Episcada,hymenaea,centralis,-15.375,-55.875,Brazil,NA,NA,NA,Dore
Episcada,hymenaea,centralis,-15.625,-56.125,Brazil,NA,NA,NA,Dore
Episcada,hymenaea,centralis,-14.625,-56.375,Brazil,NA,NA,NA,Dore
Episcada,hymenaea,centralis,-19.875,-55.125,Brazil,NA,NA,NA,Dore
Episcada,hymenaea,guianensis,4.125,-59.375,Guyana,NA,NA,NA,Dore
Episcada,hymenaea,guianensis,6.625,-61.625,Venezuela,NA,NA,NA,Dore
Episcada,hymenaea,guianensis,6.875,-61.625,Venezuela,NA,NA,NA,Dore
Episcada,hymenaea,guianensis,7.125,-64.875,Venezuela,NA,NA,NA,Dore
Episcada,hymenaea,guianensis,6.375,-61.625,Venezuela,NA,NA,NA,Dore
Episcada,hymenaea,guianensis,8.125,-62.625,Venezuela,NA,NA,NA,Dore
Episcada,hymenaea,guianensis,6.875,-64.875,Venezuela,NA,NA,NA,Dore
Episcada,hymenaea,guianensis,7.125,-65.125,Venezuela,NA,NA,NA,Dore
Episcada,hymenaea,guianensis,7.375,-65.125,Venezuela,NA,NA,NA,Dore
Episcada,hymenaea,guianensis,7.625,-65.125,Venezuela,NA,NA,NA,Dore
Episcada,hymenaea,guianensis,9.625,-63.625,Venezuela,NA,NA,NA,Dore
Episcada,hymenaea,hymenaea,-28.375,-65.875,Argentina,NA,NA,NA,Dore
Episcada,hymenaea,hymenaea,-28.625,-65.875,Argentina,NA,NA,NA,Dore
Episcada,hymenaea,hymenaea,-27.625,-56.625,Argentina,NA,NA,NA,Dore
Episcada,hymenaea,hymenaea,-26.125,-58.125,Argentina,NA,NA,NA,Dore
Episcada,hymenaea,hymenaea,-24.125,-64.875,Argentina,NA,NA,NA,Dore
Episcada,hymenaea,hymenaea,-24.125,-65.125,Argentina,NA,NA,NA,Dore
Episcada,hymenaea,hymenaea,-23.625,-64.875,Argentina,NA,NA,NA,Dore
Episcada,hymenaea,hymenaea,-24.375,-65.125,Argentina,NA,NA,NA,Dore
Episcada,hymenaea,hymenaea,-23.625,-64.375,Argentina,NA,NA,NA,Dore
Episcada,hymenaea,hymenaea,-29.375,-66.875,Argentina,NA,NA,NA,Dore
Episcada,hymenaea,hymenaea,-27.125,-54.875,Argentina,NA,NA,NA,Dore
Episcada,hymenaea,hymenaea,-26.375,-54.625,Argentina,NA,NA,NA,Dore
Episcada,hymenaea,hymenaea,-25.625,-54.375,Argentina,NA,NA,NA,Dore
Episcada,hymenaea,hymenaea,-27.375,-55.625,Argentina,NA,NA,NA,Dore
Episcada,hymenaea,hymenaea,-27.375,-55.875,Argentina,NA,NA,NA,Dore
Episcada,hymenaea,hymenaea,-22.125,-63.625,Argentina,NA,NA,NA,Dore
Episcada,hymenaea,hymenaea,-23.375,-64.125,Argentina,NA,NA,NA,Dore
Episcada,hymenaea,hymenaea,-23.375,-64.375,Argentina,NA,NA,NA,Dore
Episcada,hymenaea,hymenaea,-22.625,-64.375,Argentina,NA,NA,NA,Dore
Episcada,hymenaea,hymenaea,-25.125,-65.375,Argentina,NA,NA,NA,Dore
Episcada,hymenaea,hymenaea,-25.375,-65.625,Argentina,NA,NA,NA,Dore
Episcada,hymenaea,hymenaea,-23.125,-64.375,Argentina,NA,NA,NA,Dore
Episcada,hymenaea,hymenaea,-24.875,-65.375,Argentina,NA,NA,NA,Dore
Episcada,hymenaea,hymenaea,-22.625,-63.875,Argentina,NA,NA,NA,Dore
Episcada,hymenaea,hymenaea,-27.375,-65.625,Argentina,NA,NA,NA,Dore
Episcada,hymenaea,hymenaea,-26.875,-65.375,Argentina,NA,NA,NA,Dore
Episcada,hymenaea,hymenaea,-27.375,-65.875,Argentina,NA,NA,NA,Dore
Episcada,hymenaea,hymenaea,-26.875,-65.125,Argentina,NA,NA,NA,Dore
Episcada,hymenaea,hymenaea,-19.625,-64.375,Bolivia,NA,NA,NA,Dore
Episcada,hymenaea,hymenaea,-19.625,-63.875,Bolivia,NA,NA,NA,Dore
Episcada,hymenaea,hymenaea,-10.125,-66.875,Bolivia,NA,NA,NA,Dore
Episcada,hymenaea,hymenaea,-17.125,-65.625,Bolivia,NA,NA,NA,Dore
Episcada,hymenaea,hymenaea,-16.125,-66.875,Bolivia,NA,NA,NA,Dore
Episcada,hymenaea,hymenaea,-17.125,-64.875,Bolivia,NA,NA,NA,Dore
Episcada,hymenaea,hymenaea,-17.125,-65.375,Bolivia,NA,NA,NA,Dore
Episcada,hymenaea,hymenaea,-14.625,-66.375,Bolivia,NA,NA,NA,Dore
Episcada,hymenaea,hymenaea,-14.875,-66.875,Bolivia,NA,NA,NA,Dore
Episcada,hymenaea,hymenaea,-16.125,-67.625,Bolivia,NA,NA,NA,Dore
Episcada,hymenaea,hymenaea,-15.625,-67.625,Bolivia,NA,NA,NA,Dore
Episcada,hymenaea,hymenaea,-16.375,-67.625,Bolivia,NA,NA,NA,Dore
Episcada,hymenaea,hymenaea,-15.625,-67.875,Bolivia,NA,NA,NA,Dore
Episcada,hymenaea,hymenaea,-14.625,-68.625,Bolivia,NA,NA,NA,Dore
Episcada,hymenaea,hymenaea,-14.625,-68.125,Bolivia,NA,NA,NA,Dore
Episcada,hymenaea,hymenaea,-15.375,-67.375,Bolivia,NA,NA,NA,Dore
Episcada,hymenaea,hymenaea,-16.125,-67.875,Bolivia,NA,NA,NA,Dore
Episcada,hymenaea,hymenaea,-20.125,-62.125,Bolivia,NA,NA,NA,Dore
Episcada,hymenaea,hymenaea,-21.875,-62.875,Bolivia,NA,NA,NA,Dore
Episcada,hymenaea,hymenaea,-18.125,-63.875,Bolivia,NA,NA,NA,Dore
Episcada,hymenaea,hymenaea,-18.125,-63.625,Bolivia,NA,NA,NA,Dore
Episcada,hymenaea,hymenaea,-18.375,-59.625,Bolivia,NA,NA,NA,Dore
Episcada,hymenaea,hymenaea,-18.125,-59.375,Bolivia,NA,NA,NA,Dore
Episcada,hymenaea,hymenaea,-17.375,-64.625,Bolivia,NA,NA,NA,Dore
Episcada,hymenaea,hymenaea,-17.625,-63.125,Bolivia,NA,NA,NA,Dore
Episcada,hymenaea,hymenaea,-16.625,-65.125,Bolivia,NA,NA,NA,Dore
Episcada,hymenaea,hymenaea,-19.375,-63.625,Bolivia,NA,NA,NA,Dore
Episcada,hymenaea,hymenaea,-19.375,-62.375,Bolivia,NA,NA,NA,Dore
Episcada,hymenaea,hymenaea,-19.375,-57.875,Bolivia,NA,NA,NA,Dore
Episcada,hymenaea,hymenaea,-17.875,-60.875,Bolivia,NA,NA,NA,Dore
Episcada,hymenaea,hymenaea,-17.875,-63.375,Bolivia,NA,NA,NA,Dore
Episcada,hymenaea,hymenaea,-19.625,-62.125,Bolivia,NA,NA,NA,Dore
Episcada,hymenaea,hymenaea,-17.625,-62.875,Bolivia,NA,NA,NA,Dore
Episcada,hymenaea,hymenaea,-18.625,-62.625,Bolivia,NA,NA,NA,Dore
Episcada,hymenaea,hymenaea,-17.875,-63.125,Bolivia,NA,NA,NA,Dore
Episcada,hymenaea,hymenaea,-17.625,-63.625,Bolivia,NA,NA,NA,Dore
Episcada,hymenaea,hymenaea,-18.375,-59.375,Bolivia,NA,NA,NA,Dore
Episcada,hymenaea,hymenaea,-18.875,-63.875,Bolivia,NA,NA,NA,Dore
Episcada,hymenaea,hymenaea,-17.875,-64.125,Bolivia,NA,NA,NA,Dore
Episcada,hymenaea,hymenaea,-18.875,-63.375,Bolivia,NA,NA,NA,Dore
Episcada,hymenaea,hymenaea,-17.625,-63.875,Bolivia,NA,NA,NA,Dore
Episcada,hymenaea,hymenaea,-14.625,-62.875,Bolivia,NA,NA,NA,Dore
Episcada,hymenaea,hymenaea,-17.625,-63.375,Bolivia,NA,NA,NA,Dore
Episcada,hymenaea,hymenaea,-16.875,-63.875,Bolivia,NA,NA,NA,Dore
Episcada,hymenaea,hymenaea,-16.375,-62.375,Bolivia,NA,NA,NA,Dore
Episcada,hymenaea,hymenaea,-17.375,-63.125,Bolivia,NA,NA,NA,Dore
Episcada,hymenaea,hymenaea,-20.125,-63.125,Bolivia,NA,NA,NA,Dore
Episcada,hymenaea,hymenaea,-22.375,-64.375,Bolivia,NA,NA,NA,Dore
Episcada,hymenaea,hymenaea,-21.625,-63.625,Bolivia,NA,NA,NA,Dore
Episcada,hymenaea,hymenaea,-21.625,-64.125,Bolivia,NA,NA,NA,Dore
Episcada,hymenaea,hymenaea,-21.375,-63.625,Bolivia,NA,NA,NA,Dore
Episcada,hymenaea,hymenaea,-21.875,-63.875,Bolivia,NA,NA,NA,Dore
Episcada,hymenaea,hymenaea,-15.125,-41.625,Brazil,NA,NA,NA,Dore
Episcada,hymenaea,hymenaea,-12.875,-41.375,Brazil,NA,NA,NA,Dore
Episcada,hymenaea,hymenaea,-12.875,-38.625,Brazil,NA,NA,NA,Dore
Episcada,hymenaea,hymenaea,-10.625,-40.375,Brazil,NA,NA,NA,Dore
Episcada,hymenaea,hymenaea,-12.625,-38.625,Brazil,NA,NA,NA,Dore
Episcada,hymenaea,hymenaea,-12.625,-41.375,Brazil,NA,NA,NA,Dore
Episcada,hymenaea,hymenaea,-16.375,-39.375,Brazil,NA,NA,NA,Dore
Episcada,hymenaea,hymenaea,-16.375,-38.875,Brazil,NA,NA,NA,Dore
Episcada,hymenaea,hymenaea,-7.125,-39.375,Brazil,NA,NA,NA,Dore
Episcada,hymenaea,hymenaea,-7.375,-39.375,Brazil,NA,NA,NA,Dore
Episcada,hymenaea,hymenaea,-3.625,-38.625,Brazil,NA,NA,NA,Dore
Episcada,hymenaea,hymenaea,-6.625,-40.625,Brazil,NA,NA,NA,Dore
Episcada,hymenaea,hymenaea,-15.875,-47.875,Brazil,NA,NA,NA,Dore
Episcada,hymenaea,hymenaea,-20.875,-41.625,Brazil,NA,NA,NA,Dore
Episcada,hymenaea,hymenaea,-19.625,-41.125,Brazil,NA,NA,NA,Dore
Episcada,hymenaea,hymenaea,-19.125,-40.625,Brazil,NA,NA,NA,Dore
Episcada,hymenaea,hymenaea,-20.375,-40.375,Brazil,NA,NA,NA,Dore
Episcada,hymenaea,hymenaea,-19.625,-40.875,Brazil,NA,NA,NA,Dore
Episcada,hymenaea,hymenaea,-19.875,-40.875,Brazil,NA,NA,NA,Dore
Episcada,hymenaea,hymenaea,-19.375,-40.125,Brazil,NA,NA,NA,Dore
Episcada,hymenaea,hymenaea,-19.875,-40.125,Brazil,NA,NA,NA,Dore
Episcada,hymenaea,hymenaea,-19.875,-40.625,Brazil,NA,NA,NA,Dore
Episcada,hymenaea,hymenaea,-16.375,-48.875,Brazil,NA,NA,NA,Dore
Episcada,hymenaea,hymenaea,-15.375,-47.625,Brazil,NA,NA,NA,Dore
Episcada,hymenaea,hymenaea,-14.625,-56.375,Brazil,NA,NA,NA,Dore
Episcada,hymenaea,hymenaea,-20.125,-43.375,Brazil,NA,NA,NA,Dore
Episcada,hymenaea,hymenaea,-21.125,-43.875,Brazil,NA,NA,NA,Dore
Episcada,hymenaea,hymenaea,-19.875,-43.875,Brazil,NA,NA,NA,Dore
Episcada,hymenaea,hymenaea,-22.375,-46.125,Brazil,NA,NA,NA,Dore
Episcada,hymenaea,hymenaea,-20.375,-41.875,Brazil,NA,NA,NA,Dore
Episcada,hymenaea,hymenaea,-21.875,-44.875,Brazil,NA,NA,NA,Dore
Episcada,hymenaea,hymenaea,-20.125,-44.125,Brazil,NA,NA,NA,Dore
Episcada,hymenaea,hymenaea,-19.375,-41.125,Brazil,NA,NA,NA,Dore
Episcada,hymenaea,hymenaea,-17.375,-41.875,Brazil,NA,NA,NA,Dore
Episcada,hymenaea,hymenaea,-20.375,-43.625,Brazil,NA,NA,NA,Dore
Episcada,hymenaea,hymenaea,-22.375,-44.875,Brazil,NA,NA,NA,Dore
Episcada,hymenaea,hymenaea,-21.875,-46.625,Brazil,NA,NA,NA,Dore
Episcada,hymenaea,hymenaea,-20.125,-45.625,Brazil,NA,NA,NA,Dore
Episcada,hymenaea,hymenaea,-22.125,-45.875,Brazil,NA,NA,NA,Dore
Episcada,hymenaea,hymenaea,-22.125,-45.125,Brazil,NA,NA,NA,Dore
Episcada,hymenaea,hymenaea,-22.375,-45.875,Brazil,NA,NA,NA,Dore
Episcada,hymenaea,hymenaea,-17.875,-41.625,Brazil,NA,NA,NA,Dore
Episcada,hymenaea,hymenaea,-19.625,-44.625,Brazil,NA,NA,NA,Dore
Episcada,hymenaea,hymenaea,-24.375,-52.125,Brazil,NA,NA,NA,Dore
Episcada,hymenaea,hymenaea,-25.375,-49.625,Brazil,NA,NA,NA,Dore
Episcada,hymenaea,hymenaea,-24.875,-53.375,Brazil,NA,NA,NA,Dore
Episcada,hymenaea,hymenaea,-24.875,-50.125,Brazil,NA,NA,NA,Dore
Episcada,hymenaea,hymenaea,-23.375,-51.375,Brazil,NA,NA,NA,Dore
Episcada,hymenaea,hymenaea,-25.375,-49.375,Brazil,NA,NA,NA,Dore
Episcada,hymenaea,hymenaea,-23.875,-51.875,Brazil,NA,NA,NA,Dore
Episcada,hymenaea,hymenaea,-25.625,-53.875,Brazil,NA,NA,NA,Dore
Episcada,hymenaea,hymenaea,-24.375,-49.625,Brazil,NA,NA,NA,Dore
Episcada,hymenaea,hymenaea,-23.375,-50.375,Brazil,NA,NA,NA,Dore
Episcada,hymenaea,hymenaea,-25.125,-50.125,Brazil,NA,NA,NA,Dore
Episcada,hymenaea,hymenaea,-25.875,-48.875,Brazil,NA,NA,NA,Dore
Episcada,hymenaea,hymenaea,-25.625,-51.875,Brazil,NA,NA,NA,Dore
Episcada,hymenaea,hymenaea,-23.875,-52.375,Brazil,NA,NA,NA,Dore
Episcada,hymenaea,hymenaea,-26.125,-51.125,Brazil,NA,NA,NA,Dore
Episcada,hymenaea,hymenaea,-8.875,-36.375,Brazil,NA,NA,NA,Dore
Episcada,hymenaea,hymenaea,-8.875,-37.625,Brazil,NA,NA,NA,Dore
Episcada,hymenaea,hymenaea,-8.875,-36.125,Brazil,NA,NA,NA,Dore
Episcada,hymenaea,hymenaea,-9.125,-37.125,Brazil,NA,NA,NA,Dore
Episcada,hymenaea,hymenaea,-8.125,-35.875,Brazil,NA,NA,NA,Dore
Episcada,hymenaea,hymenaea,-22.875,-43.625,Brazil,NA,NA,NA,Dore
Episcada,hymenaea,hymenaea,-22.875,-43.125,Brazil,NA,NA,NA,Dore
Episcada,hymenaea,hymenaea,-22.875,-44.125,Brazil,NA,NA,NA,Dore
Episcada,hymenaea,hymenaea,-22.875,-44.375,Brazil,NA,NA,NA,Dore
Episcada,hymenaea,hymenaea,-22.875,-43.375,Brazil,NA,NA,NA,Dore
Episcada,hymenaea,hymenaea,-21.375,-46.875,Brazil,NA,NA,NA,Dore
Episcada,hymenaea,hymenaea,-22.625,-43.125,Brazil,NA,NA,NA,Dore
Episcada,hymenaea,hymenaea,-22.375,-44.625,Brazil,NA,NA,NA,Dore
Episcada,hymenaea,hymenaea,-22.375,-42.625,Brazil,NA,NA,NA,Dore
Episcada,hymenaea,hymenaea,-21.625,-42.125,Brazil,NA,NA,NA,Dore
Episcada,hymenaea,hymenaea,-22.375,-43.125,Brazil,NA,NA,NA,Dore
Episcada,hymenaea,hymenaea,-29.375,-50.875,Brazil,NA,NA,NA,Dore
Episcada,hymenaea,hymenaea,-28.625,-53.625,Brazil,NA,NA,NA,Dore
Episcada,hymenaea,hymenaea,-28.125,-54.625,Brazil,NA,NA,NA,Dore
Episcada,hymenaea,hymenaea,-29.625,-51.125,Brazil,NA,NA,NA,Dore
Episcada,hymenaea,hymenaea,-28.375,-55.625,Brazil,NA,NA,NA,Dore
Episcada,hymenaea,hymenaea,-28.375,-52.125,Brazil,NA,NA,NA,Dore
Episcada,hymenaea,hymenaea,-30.125,-51.125,Brazil,NA,NA,NA,Dore
Episcada,hymenaea,hymenaea,-32.125,-52.125,Brazil,NA,NA,NA,Dore
Episcada,hymenaea,hymenaea,-27.875,-53.875,Brazil,NA,NA,NA,Dore
Episcada,hymenaea,hymenaea,-29.875,-51.125,Brazil,NA,NA,NA,Dore
Episcada,hymenaea,hymenaea,-28.125,-52.125,Brazil,NA,NA,NA,Dore
Episcada,hymenaea,hymenaea,-27.375,-49.875,Brazil,NA,NA,NA,Dore
Episcada,hymenaea,hymenaea,-27.125,-48.875,Brazil,NA,NA,NA,Dore
Episcada,hymenaea,hymenaea,-26.375,-50.875,Brazil,NA,NA,NA,Dore
Episcada,hymenaea,hymenaea,-26.375,-48.875,Brazil,NA,NA,NA,Dore
Episcada,hymenaea,hymenaea,-26.375,-49.125,Brazil,NA,NA,NA,Dore
Episcada,hymenaea,hymenaea,-26.625,-50.125,Brazil,NA,NA,NA,Dore
Episcada,hymenaea,hymenaea,-27.125,-49.625,Brazil,NA,NA,NA,Dore
Episcada,hymenaea,hymenaea,-22.125,-45.625,Brazil,NA,NA,NA,Dore
Episcada,hymenaea,hymenaea,-26.375,-49.375,Brazil,NA,NA,NA,Dore
Episcada,hymenaea,hymenaea,-28.375,-49.875,Brazil,NA,NA,NA,Dore
Episcada,hymenaea,hymenaea,-27.125,-49.875,Brazil,NA,NA,NA,Dore
Episcada,hymenaea,hymenaea,-22.625,-52.125,Brazil,NA,NA,NA,Dore
Episcada,hymenaea,hymenaea,-20.875,-50.875,Brazil,NA,NA,NA,Dore
Episcada,hymenaea,hymenaea,-22.875,-48.125,Brazil,NA,NA,NA,Dore
Episcada,hymenaea,hymenaea,-21.125,-50.375,Brazil,NA,NA,NA,Dore
Episcada,hymenaea,hymenaea,-23.375,-46.625,Brazil,NA,NA,NA,Dore
Episcada,hymenaea,hymenaea,-23.625,-46.875,Brazil,NA,NA,NA,Dore
Episcada,hymenaea,hymenaea,-24.125,-46.875,Brazil,NA,NA,NA,Dore
Episcada,hymenaea,hymenaea,-22.375,-47.375,Brazil,NA,NA,NA,Dore
Episcada,hymenaea,hymenaea,-20.625,-51.125,Brazil,NA,NA,NA,Dore
Episcada,hymenaea,hymenaea,-22.875,-47.125,Brazil,NA,NA,NA,Dore
Episcada,hymenaea,hymenaea,-22.375,-46.875,Brazil,NA,NA,NA,Dore
Episcada,hymenaea,hymenaea,-23.375,-44.875,Brazil,NA,NA,NA,Dore
Episcada,hymenaea,hymenaea,-22.375,-52.625,Brazil,NA,NA,NA,Dore
Episcada,hymenaea,hymenaea,-23.875,-46.375,Brazil,NA,NA,NA,Dore
Episcada,hymenaea,hymenaea,-22.625,-52.375,Brazil,NA,NA,NA,Dore
Episcada,hymenaea,hymenaea,-23.125,-46.625,Brazil,NA,NA,NA,Dore
Episcada,hymenaea,hymenaea,-22.125,-50.875,Brazil,NA,NA,NA,Dore
Episcada,hymenaea,hymenaea,-22.375,-47.625,Brazil,NA,NA,NA,Dore
Episcada,hymenaea,hymenaea,-23.625,-46.625,Brazil,NA,NA,NA,Dore
Episcada,hymenaea,hymenaea,-22.625,-44.625,Brazil,NA,NA,NA,Dore
Episcada,hymenaea,hymenaea,-22.625,-46.625,Brazil,NA,NA,NA,Dore
Episcada,hymenaea,hymenaea,-23.375,-46.875,Brazil,NA,NA,NA,Dore
Episcada,hymenaea,hymenaea,6.375,-73.875,Colombia,NA,NA,NA,Dore
Episcada,hymenaea,hymenaea,-23.125,-57.625,Paraguay,NA,NA,NA,Dore
Episcada,hymenaea,hymenaea,-25.375,-56.125,Paraguay,NA,NA,NA,Dore
Episcada,hymenaea,hymenaea,-25.625,-56.875,Paraguay,NA,NA,NA,Dore
Episcada,hymenaea,hymenaea,-25.125,-55.875,Paraguay,NA,NA,NA,Dore
Episcada,hymenaea,hymenaea,-25.375,-57.625,Paraguay,NA,NA,NA,Dore
Episcada,hymenaea,hymenaea,-25.625,-57.625,Paraguay,NA,NA,NA,Dore
Episcada,hymenaea,hymenaea,-25.375,-57.375,Paraguay,NA,NA,NA,Dore
Episcada,hymenaea,hymenaea,-25.875,-56.375,Paraguay,NA,NA,NA,Dore
Episcada,hymenaea,hymenaea,10.375,-67.375,Venezuela,NA,NA,NA,Dore
Episcada,hymenaea,hymenaea,10.375,-67.125,Venezuela,NA,NA,NA,Dore
Episcada,hymenaea,hymenaea,10.125,-67.625,Venezuela,NA,NA,NA,Dore
Episcada,hymenaea,hymenaea,10.375,-67.625,Venezuela,NA,NA,NA,Dore
Episcada,hymenaea,hymenaea,10.125,-68.125,Venezuela,NA,NA,NA,Dore
Episcada,hymenaea,hymenaea,8.625,-70.375,Venezuela,NA,NA,NA,Dore
Episcada,hymenaea,hymenaea,8.125,-62.625,Venezuela,NA,NA,NA,Dore
Episcada,hymenaea,hymenaea,10.375,-68.125,Venezuela,NA,NA,NA,Dore
Episcada,hymenaea,hymenaea,10.375,-66.875,Venezuela,NA,NA,NA,Dore
Episcada,hymenaea,hymenaea,10.625,-66.875,Venezuela,NA,NA,NA,Dore
Episcada,hymenaea,hymenaea,9.625,-69.625,Venezuela,NA,NA,NA,Dore
Episcada,hymenaea,hymenaea,8.625,-71.125,Venezuela,NA,NA,NA,Dore
Episcada,hymenaea,hymenaea,10.125,-66.125,Venezuela,NA,NA,NA,Dore
Episcada,hymenaea,hymenaea,9.875,-63.625,Venezuela,NA,NA,NA,Dore
Episcada,hymenaea,n. ssp. [1],-17.875,-63.125,Bolivia,NA,NA,NA,Dore
Episcada,hymenaea,n. ssp. [1],-16.875,-63.875,Bolivia,NA,NA,NA,Dore
Episcada,hymenaea,n. ssp. [1],-1.375,-78.375,Ecuador,NA,NA,NA,Dore
Episcada,hymenaea,n. ssp. [1],-1.375,-78.125,Ecuador,NA,NA,NA,Dore
Episcada,hymenaea,n. ssp. [1],-6.625,-77.375,Peru,NA,NA,NA,Dore
Episcada,hymenaea,n. ssp. [1],-6.375,-77.375,Peru,NA,NA,NA,Dore
Episcada,hymenaea,n. ssp. [1],-12.875,-71.875,Peru,NA,NA,NA,Dore
Episcada,hymenaea,n. ssp. [1],-13.625,-71.875,Peru,NA,NA,NA,Dore
Episcada,hymenaea,n. ssp. [1],-13.125,-71.625,Peru,NA,NA,NA,Dore
Episcada,hymenaea,n. ssp. [1],-9.375,-76.125,Peru,NA,NA,NA,Dore
Episcada,hymenaea,n. ssp. [1],-11.125,-75.375,Peru,NA,NA,NA,Dore
Episcada,hymenaea,n. ssp. [1],-11.375,-74.875,Peru,NA,NA,NA,Dore
Episcada,mira,NA,0.875,-77.125,Colombia,NA,NA,NA,Dore
Episcada,mira,NA,-1.375,-78.125,Ecuador,NA,NA,NA,Dore
Episcada,mira,NA,-3.375,-78.625,Ecuador,NA,NA,NA,Dore
Episcada,mira,NA,-3.875,-78.875,Ecuador,NA,NA,NA,Dore
